matiere__maths,matiere__physique,matiere__info_algo,matiere__biologie,matiere__chimie,matiere__economie_gestion,matiere__droit,matiere__technique_manuel,matiere__langues,matiere__tourisme,matiere__arts,competence__programmation,competence__analyse_quantitative,competence__communication,competence__gestion_projet,competence__manuel_technique,competence__creativite,interet__recherche,interet__entrepreneuriat,interet__terrain,interet__donnees_finance,interet__sante_bio,interet__industrie,environnement_souhaite,moyenne_generale,domaine,parcours,profil_frontiere
0,0,,1,0,,1,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,laboratoire,11.9,biotechnologies,IAA,1
0,0,0,1,1,0,0,0,0,0,0,0,,0,0,1,0,1,0,0,0,1,0,laboratoire,13.97,biotechnologies,AEE,0
,0,0,0,0,,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,terrain,14.25,tourisme_environnement,TEH,0
0,0,,0,0,1,0,0,0,1,0,0,0,,0,0,0,1,1,1,0,0,0,bureau,10.51,tourisme_environnement,TEH,0
1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,terrain,10.3,biotechnologies,AEE,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,bureau,11.18,gestion_finance,FIC,0
1,0,0,,0,0,0,0,0,0,1,0,1,0,,,1,1,1,0,0,1,,mixte,11.05,biotechnologies,IAA,0
1,0,,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,,0,0,0,0,bureau,10.36,informatique,IGGLIA,0
0,1,0,0,,0,0,1,,0,0,0,0,0,0,0,0,0,,1,0,,0,atelier,10.61,industrie_btp,ICMP,0
0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,,,,1,terrain,15.86,industrie_btp,ICMP,0
1,0,1,0,0,0,0,1,0,0,0,0,,0,0,,0,,1,1,0,0,0,terrain,9.26,industrie_btp,ICMP,0
0,1,0,0,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,,terrain,10.36,industrie_btp,ICMP,0
1,1,0,0,0,0,0,,0,0,,0,1,0,0,1,,0,0,1,0,0,0,atelier,10.46,industrie_btp,GCA,0
0,0,1,1,0,0,,0,1,0,0,1,0,0,0,0,1,0,0,0,,0,0,bureau,12.29,informatique,ISAIA,0
1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,,0,1,0,1,0,0,bureau,11.27,gestion_finance,CAA,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,,0,bureau,15.4,tourisme_environnement,TEH,0
0,1,0,,0,1,,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,terrain,16.75,gestion_finance,EMP,0
1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,,0,0,0,1,,,1,laboratoire,10.67,biotechnologies,PIP,0
0,0,,0,,0,,0,0,1,0,0,0,,1,1,,0,1,1,0,0,,terrain,10.94,tourisme_environnement,TEH,0
0,1,1,,0,0,0,0,0,0,0,1,1,0,0,,0,1,0,1,0,0,1,laboratoire,14.73,informatique,IGGLIA,0
1,,1,1,1,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,atelier,13.63,informatique,ISAIA,0
0,0,,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,bureau,10.98,tourisme_environnement,TEH,0
0,1,0,0,0,0,1,0,,1,1,1,1,0,1,,0,0,0,0,1,0,0,terrain,11.33,biotechnologies,IAA,1
1,0,0,0,0,1,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,atelier,11.78,industrie_btp,ICMP,0
0,0,0,0,0,1,1,0,1,,0,0,0,,0,0,,0,,1,0,0,0,terrain,9.91,informatique,IMTICIA,0
0,0,0,0,0,1,0,0,0,1,0,,1,0,1,0,0,0,1,1,0,0,0,terrain,11.73,tourisme_environnement,TEH,0
0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,,0,1,atelier,12.82,industrie_btp,ICMP,0
1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,,mixte,13.72,informatique,IGGLIA,0
0,1,1,1,1,0,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,laboratoire,13.52,biotechnologies,PIP,0
1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,,bureau,14.05,gestion_finance,CAA,0
0,1,0,0,0,0,,1,0,0,0,0,1,0,0,1,1,,0,1,0,0,1,atelier,9.38,industrie_btp,EMII,0
0,1,0,1,1,,1,0,,0,0,0,1,0,0,0,0,0,0,1,0,1,1,laboratoire,14.98,biotechnologies,PIP,0
0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,terrain,11.23,industrie_btp,GCA,0
1,0,1,0,0,0,,1,,0,,,1,1,,0,1,1,0,0,0,0,0,laboratoire,11.57,informatique,IGGLIA,0
0,0,1,,0,1,0,0,0,0,0,,0,1,0,0,0,1,1,0,1,0,0,mixte,14.91,informatique,IGGLIA,1
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,,terrain,11.01,industrie_btp,GCA,0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,atelier,12.41,industrie_btp,ICMP,0
0,,0,0,0,1,,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,bureau,14.85,gestion_finance,EMP,0
0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,laboratoire,11.37,gestion_finance,DTJA,0
,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,mixte,12.77,biotechnologies,PIP,0
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,atelier,13.61,industrie_btp,ICMP,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,1,0,mixte,10.99,tourisme_environnement,TEH,0
0,1,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,bureau,11.36,industrie_btp,EMII,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,1,0,1,1,0,1,0,terrain,16.25,tourisme_environnement,TEH,0
0,0,0,1,,0,,0,0,0,0,0,1,1,1,0,0,0,,0,1,0,0,bureau,12.86,gestion_finance,EMP,1
0,0,,1,1,1,0,,0,0,0,1,,1,0,,0,,,0,0,0,0,laboratoire,13.54,biotechnologies,AEE,0
1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,,1,atelier,12.86,industrie_btp,EMII,0
,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,,0,0,0,1,bureau,8.57,industrie_btp,EMII,0
1,0,,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,bureau,12.38,biotechnologies,PIP,0
1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,laboratoire,12.57,biotechnologies,IAA,0
0,0,0,1,1,0,1,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,laboratoire,13.32,biotechnologies,AEE,0
1,0,0,0,0,0,0,1,,0,1,0,0,,0,1,0,0,0,0,0,0,1,laboratoire,16.59,industrie_btp,EMII,0
0,0,0,0,0,1,1,0,0,1,,0,0,0,0,0,0,0,1,1,0,,0,atelier,13.17,tourisme_environnement,TEH,0
0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,mixte,11.86,tourisme_environnement,TEH,0
0,0,,0,0,0,0,,1,1,0,0,0,,1,0,0,0,1,0,0,0,0,mixte,11.38,tourisme_environnement,TEH,0
1,0,1,0,0,0,0,0,1,0,0,1,1,,0,0,0,1,1,0,1,0,0,bureau,17.14,informatique,IMTICIA,0
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,mixte,7.91,informatique,ESIIA,0
0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,,0,0,bureau,14.24,gestion_finance,EMP,0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,laboratoire,12.32,industrie_btp,EMII,0
0,0,0,0,,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,bureau,10.37,gestion_finance,FIC,0
0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,0,,,0,1,0,0,bureau,9.21,gestion_finance,EMP,0
1,0,0,0,0,1,0,0,0,0,,0,0,1,0,,,,1,0,1,0,,bureau,17.16,gestion_finance,DTJA,1
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,atelier,11.35,gestion_finance,DTJA,0
1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,bureau,13.09,informatique,IMTICIA,0
0,0,,0,0,1,0,0,0,,0,0,,0,0,1,0,0,,1,0,0,0,terrain,16.39,tourisme_environnement,TEH,1
1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,mixte,9.72,gestion_finance,DTJA,0
1,1,,0,0,0,0,1,0,0,0,0,0,0,0,1,1,,0,1,,0,1,terrain,15.73,industrie_btp,GCA,0
0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,bureau,13.89,gestion_finance,CAA,1
0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,1,0,1,0,0,0,laboratoire,14.97,informatique,IGGLIA,0
1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,,0,0,1,0,atelier,13.05,industrie_btp,ICMP,1
1,0,0,0,1,0,0,0,0,0,,0,0,1,1,0,0,0,0,0,1,0,0,bureau,13.9,gestion_finance,DTJA,0
,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,laboratoire,10.81,biotechnologies,IAA,1
1,1,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,1,1,0,0,0,0,bureau,14.47,informatique,ESIIA,0
1,0,,1,1,0,0,0,1,0,,0,1,0,0,0,1,0,0,0,0,0,0,atelier,14.82,industrie_btp,EMII,1
1,1,1,0,0,0,0,1,1,0,0,,1,0,0,1,0,1,,1,0,0,1,atelier,12.17,industrie_btp,GCA,0
1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,atelier,10.45,informatique,IMTICIA,0
1,0,1,0,0,1,0,0,1,0,0,1,1,0,,0,0,0,0,,0,0,0,mixte,13.74,informatique,ESIIA,0
0,0,1,1,0,0,0,0,0,0,0,1,1,0,,1,0,1,1,1,0,0,0,laboratoire,10.27,biotechnologies,AEE,0
0,0,1,0,0,0,,0,0,0,1,1,1,0,0,0,0,,0,0,1,0,0,mixte,11.41,informatique,IMTICIA,0
0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,bureau,13.04,tourisme_environnement,TEH,0
0,0,0,0,0,,1,,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,terrain,10.61,tourisme_environnement,TEH,0
1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,laboratoire,12.19,informatique,IMTICIA,0
0,0,0,0,0,1,0,,0,1,0,0,,1,1,0,0,0,0,1,0,0,0,laboratoire,12.17,tourisme_environnement,TEH,0
0,1,1,1,1,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0,1,0,laboratoire,15.7,biotechnologies,AEE,0
0,0,0,,1,0,0,0,0,0,0,0,,0,,1,0,1,0,0,0,1,,mixte,12.97,biotechnologies,IAA,0
0,0,0,0,0,0,0,,0,1,0,0,0,1,1,0,0,0,1,0,0,0,,bureau,10.95,gestion_finance,DTJA,1
1,0,0,0,,0,0,0,0,,,0,1,1,,0,0,,0,0,0,0,0,bureau,14.62,tourisme_environnement,TEH,0
0,1,0,0,0,0,,1,0,0,0,0,1,,0,1,0,,0,1,0,0,0,mixte,8.58,industrie_btp,GCA,0
1,,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,1,0,0,0,,1,laboratoire,15.27,industrie_btp,EMII,1
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,terrain,15.34,tourisme_environnement,TEH,0
0,1,0,1,1,0,0,0,0,0,0,1,1,,0,1,0,1,1,0,0,1,1,bureau,14.73,biotechnologies,IAA,0
,0,,0,0,0,,0,0,1,0,0,,0,0,,0,0,1,1,0,0,0,atelier,12.35,tourisme_environnement,TEH,0
0,,0,0,0,0,1,1,0,,1,0,0,1,0,0,0,0,1,0,0,0,0,terrain,12.05,tourisme_environnement,TEH,0
1,0,0,0,0,1,0,0,0,0,,0,0,1,0,,0,0,0,0,1,0,0,bureau,9.2,gestion_finance,CAA,0
,0,0,1,,0,0,0,1,,0,0,0,1,,1,0,,1,1,0,0,0,bureau,17.35,tourisme_environnement,TEH,0
0,1,0,,1,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,atelier,10.0,industrie_btp,EMII,0
1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,mixte,13.62,informatique,IMTICIA,0
1,0,0,1,1,0,0,0,0,0,0,0,,0,1,0,0,0,0,1,0,1,0,laboratoire,13.73,biotechnologies,PIP,0
0,1,0,0,0,1,0,,0,,0,0,0,0,1,1,0,0,0,0,0,0,0,atelier,11.08,industrie_btp,ICMP,0
0,0,0,0,0,1,0,0,1,1,0,0,0,1,,0,,1,0,1,0,0,0,mixte,10.1,tourisme_environnement,TEH,0
0,0,0,0,,1,1,0,0,0,0,0,,1,1,,0,,1,0,1,0,0,terrain,12.71,gestion_finance,DTJA,0
0,0,0,1,0,1,0,1,,1,0,0,1,0,0,0,0,1,1,,0,0,0,bureau,14.96,tourisme_environnement,TEH,0
0,1,,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,bureau,9.86,informatique,ISAIA,0
1,0,0,0,0,1,0,0,1,0,0,0,,,0,0,0,0,,0,0,,,bureau,9.59,gestion_finance,FIC,0
0,0,0,0,0,1,0,0,0,1,1,,0,1,,0,0,0,1,1,0,1,0,bureau,10.03,tourisme_environnement,TEH,0
0,1,0,0,0,0,0,1,0,0,1,0,,1,,1,0,0,0,1,0,0,1,terrain,16.5,industrie_btp,ICMP,0
0,0,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,,0,1,laboratoire,10.15,biotechnologies,AEE,0
0,0,0,,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,1,0,0,1,laboratoire,14.58,industrie_btp,ICMP,0
1,1,0,0,0,0,0,,0,0,,0,0,0,0,1,1,1,0,0,0,,1,atelier,7.38,industrie_btp,GCA,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,laboratoire,12.88,biotechnologies,AEE,0
1,0,0,0,0,1,0,0,,,0,0,1,0,1,0,0,0,1,0,1,0,0,bureau,13.0,gestion_finance,EMP,0
0,0,1,0,0,1,0,0,0,0,,0,1,0,1,0,0,0,1,0,0,0,0,bureau,14.0,gestion_finance,EMP,0
1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,mixte,17.55,informatique,IGGLIA,0
1,0,1,0,0,1,0,0,0,0,0,,1,1,1,0,0,1,0,1,,0,0,atelier,6.66,gestion_finance,EMP,1
1,1,0,0,,0,0,1,0,0,0,0,1,0,0,1,,0,,0,,0,1,terrain,13.77,industrie_btp,GCA,0
1,0,,1,1,0,0,,0,1,0,,,0,0,1,0,1,0,1,0,1,1,laboratoire,14.61,biotechnologies,IAA,0
0,,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,atelier,14.28,biotechnologies,AEE,0
0,,0,1,0,0,,0,,1,,0,0,0,1,0,0,0,0,0,0,0,0,terrain,12.6,tourisme_environnement,TEH,0
0,,1,0,0,1,0,0,1,0,0,,1,1,1,0,0,0,0,0,1,0,0,bureau,12.16,gestion_finance,CAA,0
0,1,1,0,0,0,0,0,0,0,0,0,1,1,,0,1,,1,0,,0,0,mixte,14.73,informatique,ISAIA,0
0,1,1,0,0,0,1,1,0,0,0,,,1,0,1,1,0,0,1,0,0,,terrain,13.99,industrie_btp,ICMP,0
0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,,0,0,1,1,0,0,,atelier,13.71,tourisme_environnement,TEH,1
0,1,0,0,0,1,,,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,bureau,9.4,gestion_finance,EMP,0
0,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,terrain,14.12,tourisme_environnement,TEH,0
0,0,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,0,0,0,0,terrain,13.95,tourisme_environnement,TEH,0
1,0,0,0,0,0,0,1,0,0,0,,0,0,0,1,0,,0,1,0,0,1,bureau,11.41,industrie_btp,EMII,0
,0,0,0,0,1,0,,0,0,0,0,0,0,,0,0,1,1,0,1,0,,bureau,15.52,gestion_finance,FIC,0
0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,laboratoire,15.23,biotechnologies,PIP,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,laboratoire,10.39,biotechnologies,PIP,0
0,1,1,0,0,1,0,0,1,,0,0,1,1,1,0,0,0,0,0,0,0,,laboratoire,15.77,informatique,IMTICIA,0
1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,terrain,11.34,industrie_btp,EMII,1
1,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,,0,1,0,0,0,0,bureau,13.71,informatique,ISAIA,0
0,1,0,1,,0,0,,0,0,0,0,1,1,0,0,0,1,0,,0,1,0,laboratoire,17.83,biotechnologies,PIP,0
0,,0,0,1,0,,0,0,0,0,0,0,0,1,1,1,1,,1,0,0,0,atelier,9.96,industrie_btp,EMII,0
0,0,0,0,,0,0,,,0,1,,0,1,0,0,,0,0,1,1,0,0,terrain,13.06,tourisme_environnement,TEH,0
0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,bureau,11.76,gestion_finance,FIC,0
0,0,0,0,0,0,1,0,1,,0,1,0,0,0,0,0,,1,0,1,,0,bureau,11.78,informatique,IMTICIA,1
1,1,0,0,0,0,0,1,0,0,,,1,0,0,1,0,1,1,0,0,0,1,atelier,11.81,industrie_btp,ICMP,0
0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,,1,,1,,atelier,13.69,tourisme_environnement,TEH,1
0,1,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,laboratoire,15.65,informatique,IGGLIA,0
1,0,0,0,0,1,1,0,0,,0,1,1,1,1,0,0,0,1,0,,0,0,mixte,9.77,gestion_finance,CAA,0
0,0,0,1,0,0,0,1,0,0,0,0,0,,0,1,0,0,1,0,0,1,0,laboratoire,14.3,biotechnologies,PIP,0
0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,bureau,13.27,gestion_finance,FIC,0
,0,0,0,1,,0,0,0,0,0,,0,0,,0,0,0,0,1,0,0,,atelier,10.63,biotechnologies,IAA,1
1,1,0,0,0,0,0,1,,0,1,0,1,0,1,1,0,0,1,0,0,0,1,terrain,11.9,industrie_btp,EMII,0
0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,,0,1,laboratoire,13.97,industrie_btp,GCA,0
0,0,0,0,0,,0,0,0,1,0,0,0,1,0,0,,0,0,1,0,0,0,bureau,10.81,tourisme_environnement,TEH,0
0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,laboratoire,14.42,biotechnologies,IAA,0
1,0,,1,1,0,0,0,,0,0,0,1,0,0,0,,1,0,0,0,0,0,mixte,14.06,industrie_btp,GCA,1
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,bureau,12.84,industrie_btp,ICMP,1
0,0,0,0,0,,0,0,0,0,1,0,1,1,1,,0,1,,0,,0,0,mixte,13.19,gestion_finance,DTJA,1
0,0,0,,0,0,0,0,0,1,1,0,0,0,1,,0,0,0,1,0,0,0,terrain,13.58,tourisme_environnement,TEH,0
0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,mixte,13.54,industrie_btp,EMII,0
0,0,0,0,0,1,1,,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,bureau,12.53,gestion_finance,CAA,0
1,1,1,0,0,1,0,1,0,0,,0,0,0,0,0,,0,,1,,0,1,atelier,9.49,industrie_btp,EMII,0
1,1,0,0,0,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,atelier,11.76,industrie_btp,ICMP,0
1,1,1,0,0,1,0,0,1,0,0,,0,0,0,0,1,0,1,0,0,0,0,mixte,13.13,informatique,ISAIA,0
0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,,1,0,0,0,mixte,11.17,tourisme_environnement,TEH,0
0,1,0,0,0,1,1,0,1,,0,0,1,1,0,0,,0,1,0,1,0,0,bureau,10.18,gestion_finance,FIC,0
1,0,0,0,0,1,1,0,0,,0,1,1,0,0,0,0,0,1,0,1,0,0,bureau,13.02,gestion_finance,CAA,0
1,0,1,0,0,,0,1,0,0,,1,,1,1,0,0,1,0,1,,,1,bureau,13.64,informatique,ISAIA,0
1,0,0,0,0,1,0,,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,bureau,12.49,gestion_finance,FIC,0
1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,bureau,13.08,tourisme_environnement,TEH,1
0,0,,0,0,,,,1,1,0,,0,1,0,0,0,0,0,1,1,0,0,terrain,10.7,tourisme_environnement,TEH,0
1,,0,1,1,0,,0,0,0,0,0,1,,0,0,1,1,1,0,,1,0,bureau,11.4,biotechnologies,IAA,0
0,1,1,,0,0,0,0,0,0,,1,1,,0,0,1,1,1,0,1,0,0,laboratoire,11.68,informatique,ISAIA,0
1,1,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,laboratoire,10.85,industrie_btp,EMII,1
1,0,1,0,0,0,0,0,0,0,0,,0,0,1,0,1,,1,1,0,0,0,mixte,16.91,informatique,ESIIA,0
0,1,0,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,laboratoire,9.72,biotechnologies,PIP,0
1,0,1,0,0,1,1,0,1,,0,0,1,1,1,0,0,0,1,1,0,0,0,bureau,10.68,tourisme_environnement,TEH,1
,1,0,0,0,0,0,1,0,0,0,0,,1,1,0,,0,0,0,,0,0,mixte,15.83,industrie_btp,GCA,1
1,1,,1,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,,0,1,0,laboratoire,12.15,biotechnologies,AEE,0
0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,,0,0,0,bureau,15.27,informatique,IGGLIA,1
0,0,0,1,1,0,0,0,0,,1,0,0,1,1,1,0,0,0,1,0,0,0,bureau,14.42,tourisme_environnement,TEH,0
0,0,1,0,0,1,0,0,,0,0,0,0,1,0,0,0,0,1,0,0,0,1,bureau,15.63,biotechnologies,PIP,0
0,0,0,0,,1,1,0,0,0,0,0,1,,1,0,0,0,0,0,0,,0,bureau,13.72,gestion_finance,EMP,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,terrain,13.26,tourisme_environnement,TEH,0
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,terrain,11.53,biotechnologies,AEE,0
0,0,0,0,1,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,atelier,13.44,biotechnologies,IAA,0
1,,1,0,,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,bureau,13.53,informatique,IGGLIA,0
0,0,0,1,1,0,0,0,1,0,0,,0,0,1,0,1,1,1,0,0,1,0,terrain,10.86,biotechnologies,AEE,0
0,,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,0,bureau,15.49,biotechnologies,PIP,0
0,,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,,0,0,bureau,16.56,informatique,ISAIA,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,1,0,1,1,0,,,mixte,11.34,tourisme_environnement,TEH,0
0,0,0,0,,1,0,0,0,0,0,,,1,1,0,,0,1,0,1,0,0,bureau,13.37,gestion_finance,EMP,0
,0,0,0,0,1,,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,bureau,12.96,gestion_finance,DTJA,0
1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,bureau,12.62,informatique,ESIIA,0
1,0,,0,0,0,,0,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,bureau,13.64,informatique,ISAIA,0
,0,0,0,,0,0,0,,1,0,0,0,0,0,0,,1,0,0,0,0,0,bureau,13.98,tourisme_environnement,TEH,0
0,0,0,1,0,0,0,,0,0,1,0,1,,1,1,0,0,0,,0,0,0,atelier,14.54,biotechnologies,AEE,1
1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,,0,0,0,0,bureau,14.24,informatique,IMTICIA,0
,0,,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,laboratoire,12.19,biotechnologies,AEE,0
0,0,0,0,0,,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,mixte,11.76,tourisme_environnement,TEH,0
0,0,0,1,1,0,0,0,1,1,0,0,0,,0,1,,0,0,0,0,,1,laboratoire,11.38,biotechnologies,PIP,0
0,0,1,0,0,,0,0,,,0,0,0,1,,0,0,0,1,0,0,1,0,terrain,11.24,tourisme_environnement,TEH,0
0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,,0,0,0,0,,0,0,terrain,12.42,tourisme_environnement,TEH,0
,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,bureau,14.47,gestion_finance,FIC,0
0,0,0,0,0,0,0,0,0,1,1,0,0,,0,,0,0,0,0,0,,0,terrain,12.84,tourisme_environnement,TEH,0
1,1,1,0,0,0,0,1,1,0,0,1,,0,0,0,0,1,1,0,0,0,,terrain,16.81,industrie_btp,ICMP,0
0,0,0,1,0,,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,laboratoire,8.97,biotechnologies,AEE,0
1,0,0,0,0,0,1,0,0,1,,0,1,0,0,0,0,0,1,1,0,0,0,bureau,10.63,tourisme_environnement,TEH,0
0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,atelier,12.6,tourisme_environnement,TEH,1
,0,0,1,,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,laboratoire,14.8,biotechnologies,PIP,0
1,1,1,0,,0,0,0,0,0,0,,0,1,0,,1,0,,1,0,0,0,laboratoire,11.53,informatique,ISAIA,0
0,1,0,0,0,1,,0,1,0,0,1,,0,0,1,,0,1,0,0,0,1,atelier,12.12,industrie_btp,EMII,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,mixte,10.32,tourisme_environnement,TEH,0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,,1,0,0,1,terrain,12.09,industrie_btp,GCA,0
0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,terrain,9.97,tourisme_environnement,TEH,0
